category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	padj
GO:1990708	1.0000000000192062	0.8581701782585367	0	3	conditioned place preference	BP	1
GO:0035651	1.0000000000192197	0.783188029634324	0	3	AP-3 adaptor complex binding	MF	1
GO:0140850	1.0000000000192515	0.9497687978153114	0	1	histone H2B C-terminal K residue ubiquitin ligase activity	MF	1
GO:1905324	1.0000000000192515	0.9497687978153114	0	1	telomere-telomerase complex assembly	BP	1
GO:0021682	1.0000000000192628	0.8644079083439514	0	3	nerve maturation	BP	1
GO:0060212	1.0000000000192686	0.9301618419785982	0	1	negative regulation of nuclear-transcribed mRNA poly(A) tail shortening	BP	1
GO:0140343	1.0000000000192735	0.9051205685097199	0	2	phosphatidylserine transfer activity	MF	1
GO:0072423	1.0000000000192895	0.7501793298857236	0	5	response to DNA damage checkpoint signaling	BP	1
GO:0008441	1.0000000000192975	0.9527305869085295	0	1	3'(2'),5'-bisphosphate nucleotidase activity	MF	1
GO:0003165	1.0000000000192988	0.8119578035715473	0	3	Purkinje myocyte development	BP	1
GO:0062151	1.0000000000193414	0.9285348042624162	0	1	catalase complex	CC	1
GO:0072722	1.0000000000193414	0.9285348042624162	0	1	response to amitrole	BP	1
GO:0099179	1.0000000000193554	0.8630583770829843	0	3	regulation of synaptic membrane adhesion	BP	1
GO:0072535	1.0000000000193578	0.798400696079953	0	3	tumor necrosis factor (ligand) superfamily member 11 production	BP	1
GO:2000307	1.0000000000193578	0.798400696079953	0	3	regulation of tumor necrosis factor (ligand) superfamily member 11 production	BP	1
GO:0030895	1.000000000019378	0.8478701372805724	0	3	apolipoprotein B mRNA editing enzyme complex	CC	1
GO:0070921	1.0000000000193863	0.9192990139040491	0	1	regulation of siRNA processing	BP	1
GO:0047237	1.000000000019411	0.8525488055479475	0	3	glucuronylgalactosylproteoglycan 4-beta-N-acetylgalactosaminyltransferase activity	MF	1
GO:0019236	1.0000000000194196	0.8266107188846488	0	3	response to pheromone	BP	1
GO:0047290	1.00000000001942	0.8770639601602854	0	2	alpha-N-acetylneuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide 6-alpha-sialyltransferase activity	MF	1
GO:0050337	1.0000000000194222	0.8987017018753543	0	1	thiosulfate-thiol sulfurtransferase activity	MF	1
GO:0004814	1.000000000019425	0.8960553361584617	0	2	arginine-tRNA ligase activity	MF	1
GO:0006420	1.000000000019425	0.8960553361584617	0	2	arginyl-tRNA aminoacylation	BP	1
GO:0008269	1.0000000000194391	0.8597603533231098	0	3	JAK pathway signal transduction adaptor activity	MF	1
GO:0034147	1.0000000000194627	0.9527450176408496	0	1	regulation of toll-like receptor 5 signaling pathway	BP	1
GO:0034148	1.0000000000194627	0.9527450176408496	0	1	negative regulation of toll-like receptor 5 signaling pathway	BP	1
GO:0060377	1.0000000000194627	0.9527450176408496	0	1	negative regulation of mast cell differentiation	BP	1
GO:0070429	1.0000000000194627	0.9527450176408496	0	1	negative regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway	BP	1
GO:0072573	1.0000000000194627	0.9527450176408496	0	1	tolerance induction to lipopolysaccharide	BP	1
GO:0045253	1.000000000019495	0.9077494798096312	0	2	pyruvate dehydrogenase (lipoamide) phosphatase complex	CC	1
GO:0016744	1.0000000000195124	0.8066572456789443	0	3	transketolase or transaldolase activity	MF	1
GO:0140246	1.0000000000195128	0.8626186810987746	0	3	protein catabolic process at synapse	BP	1
GO:0140249	1.0000000000195128	0.8626186810987746	0	3	protein catabolic process at postsynapse	BP	1
GO:0120093	1.0000000000195133	0.9448331364140696	0	1	regulation of peptidyl-lysine crotonylation	BP	1
GO:0120094	1.0000000000195133	0.9448331364140696	0	1	negative regulation of peptidyl-lysine crotonylation	BP	1
GO:0004788	1.000000000019515	0.951415703478751	0	1	thiamine diphosphokinase activity	MF	1
GO:0030975	1.000000000019515	0.951415703478751	0	1	thiamine binding	MF	1
GO:0141200	1.000000000019515	0.951415703478751	0	1	UTP thiamine diphosphokinase activity	MF	1
GO:0034398	1.0000000000195164	0.8382616758867345	0	3	telomere tethering at nuclear periphery	BP	1
GO:1990918	1.0000000000195188	0.7244324369644364	0	5	double-strand break repair involved in meiotic recombination	BP	1
GO:0071163	1.0000000000195226	0.7847676874469817	0	3	DNA replication preinitiation complex assembly	BP	1
GO:0004631	1.0000000000195484	0.9111845473976781	0	1	phosphomevalonate kinase activity	MF	1
GO:0015141	1.0000000000195532	0.8503133005743296	0	3	succinate transmembrane transporter activity	MF	1
GO:0015744	1.0000000000195532	0.8503133005743296	0	3	succinate transport	BP	1
GO:0071422	1.0000000000195532	0.8503133005743296	0	3	succinate transmembrane transport	BP	1
GO:0071610	1.0000000000195595	0.9327281261520874	0	1	chemokine (C-C motif) ligand 1 production	BP	1
GO:0071652	1.0000000000195595	0.9327281261520874	0	1	regulation of chemokine (C-C motif) ligand 1 production	BP	1
GO:0071654	1.0000000000195595	0.9327281261520874	0	1	positive regulation of chemokine (C-C motif) ligand 1 production	BP	1
GO:0004618	1.0000000000195841	0.9523643384264919	0	1	phosphoglycerate kinase activity	MF	1
GO:0070931	1.000000000019595	0.9527470953278311	0	1	Golgi-associated vesicle lumen	CC	1
GO:0008488	1.000000000019598	0.9527546920767119	0	1	gamma-glutamyl carboxylase activity	MF	1
GO:0004168	1.0000000000196012	0.9233340648656791	0	1	dolichol kinase activity	MF	1
GO:0016999	1.0000000000196012	0.9233340648656791	0	1	antibiotic metabolic process	BP	1
GO:0072340	1.0000000000196012	0.9233340648656791	0	1	lactam catabolic process	BP	1
GO:0060167	1.0000000000196103	0.837970250798061	0	3	regulation of adenosine receptor signaling pathway	BP	1
GO:1904339	1.0000000000196134	0.8791372938333722	0	2	negative regulation of dopaminergic neuron differentiation	BP	1
GO:0170014	1.0000000000196416	0.818733378229753	0	3	ankyrin-1 complex	CC	1
GO:0046498	1.0000000000196438	0.8609615352248848	0	2	S-adenosylhomocysteine metabolic process	BP	1
GO:0034986	1.0000000000196585	0.8627696684666283	0	3	iron chaperone activity	MF	1
GO:0099115	1.0000000000196834	0.8713450696914194	0	2	chromosome, subtelomeric region	CC	1
GO:1904895	1.0000000000196996	0.9156760632947798	0	1	ESCRT complex assembly	BP	1
GO:1904902	1.0000000000196996	0.9156760632947798	0	1	ESCRT III complex assembly	BP	1
GO:0000025	1.0000000000197025	0.9527881909131879	0	1	maltose catabolic process	BP	1
GO:0004339	1.0000000000197025	0.9527881909131879	0	1	glucan 1,4-alpha-glucosidase activity	MF	1
GO:0004574	1.0000000000197025	0.9527881909131879	0	1	oligo-1,6-glucosidase activity	MF	1
GO:0005982	1.0000000000197025	0.9527881909131879	0	1	starch metabolic process	BP	1
GO:0005983	1.0000000000197025	0.9527881909131879	0	1	starch catabolic process	BP	1
GO:0046352	1.0000000000197025	0.9527881909131879	0	1	disaccharide catabolic process	BP	1
GO:1901027	1.0000000000197025	0.9527881909131879	0	1	dextrin catabolic process	BP	1
GO:0009106	1.0000000000197353	0.9499642602714109	0	1	lipoate metabolic process	BP	1
GO:0009107	1.0000000000197353	0.9499642602714109	0	1	lipoate biosynthetic process	BP	1
GO:0016992	1.0000000000197353	0.9499642602714109	0	1	lipoate synthase activity	MF	1
GO:0003167	1.0000000000197384	0.8419699516387547	0	3	atrioventricular bundle cell differentiation	BP	1
GO:0021767	1.0000000000197533	0.9528020722400847	0	1	mammillary body development	BP	1
GO:0061373	1.0000000000197533	0.9528020722400847	0	1	mammillary axonal complex development	BP	1
GO:1904330	1.0000000000197533	0.9528020722400847	0	1	positive regulation of myofibroblast contraction	BP	1
GO:0031821	1.0000000000197584	0.8645934353232999	0	3	G protein-coupled serotonin receptor binding	MF	1
GO:0043377	1.0000000000197748	0.8644478633674707	0	3	negative regulation of CD8-positive, alpha-beta T cell differentiation	BP	1
GO:1904693	1.0000000000197795	0.8630549120570626	0	3	midbrain morphogenesis	BP	1
GO:0140207	1.0000000000197797	0.9527455752336946	0	1	tripeptide import across plasma membrane	BP	1
GO:0034670	1.0000000000197837	0.9528223043044042	0	1	chemotaxis to arachidonate	BP	1
GO:1903494	1.0000000000197837	0.9528223043044042	0	1	response to dehydroepiandrosterone	BP	1
GO:0036316	1.000000000019789	0.8641987671656076	0	3	SREBP-SCAP complex retention in endoplasmic reticulum	BP	1
GO:0071464	1.0000000000197922	0.8651952082920042	0	3	cellular response to hydrostatic pressure	BP	1
GO:0035351	1.0000000000198233	0.8389533880490402	0	3	heme transmembrane transport	BP	1
GO:0005597	1.000000000019825	0.9527443581315064	0	1	collagen type XVI trimer	CC	1
GO:0070539	1.000000000019825	0.9527443581315064	0	1	linoleic acid binding	MF	1
GO:0044580	1.000000000019829	0.7775782777064052	0	3	butyryl-CoA catabolic process	BP	1
GO:2000790	1.0000000000198326	0.9078133413967889	0	2	regulation of mesenchymal cell proliferation involved in lung development	BP	1
GO:2000791	1.0000000000198326	0.9078133413967889	0	2	negative regulation of mesenchymal cell proliferation involved in lung development	BP	1
GO:1905786	1.000000000019843	0.8332551279765826	0	3	positive regulation of anaphase-promoting complex-dependent catabolic process	BP	1
GO:0032041	1.000000000019853	0.9508597465548331	0	1	histone H3K14 deacetylase activity, NAD-dependent	MF	1
GO:0042595	1.000000000019853	0.9508597465548331	0	1	behavioral response to starvation	BP	1
GO:0051658	1.000000000019853	0.9508597465548331	0	1	maintenance of nucleus location	BP	1
GO:0051986	1.000000000019853	0.9508597465548331	0	1	negative regulation of attachment of spindle microtubules to kinetochore	BP	1
GO:0140937	1.000000000019853	0.9508597465548331	0	1	histone H4K12 deacetylase activity, hydrolytic mechanism	MF	1
GO:0160011	1.000000000019853	0.9508597465548331	0	1	NAD-dependent protein decrotonylase activity	MF	1
GO:0160012	1.000000000019853	0.9508597465548331	0	1	histone decrotonylase activity, NAD-dependent	MF	1
GO:1902424	1.000000000019853	0.9508597465548331	0	1	negative regulation of attachment of mitotic spindle microtubules to kinetochore	BP	1
GO:2000655	1.000000000019853	0.9508597465548331	0	1	negative regulation of cellular response to testosterone stimulus	BP	1
GO:0002051	1.0000000000198557	0.8646653479855242	0	3	osteoblast fate commitment	BP	1
GO:2000200	1.0000000000199032	0.9019786198368817	0	2	regulation of ribosomal subunit export from nucleus	BP	1
GO:0006671	1.0000000000199165	0.9527519281972991	0	1	phytosphingosine metabolic process	BP	1
GO:0071602	1.0000000000199165	0.9527519281972991	0	1	phytosphingosine biosynthetic process	BP	1
GO:2000296	1.0000000000199245	0.8575885669407013	0	2	negative regulation of hydrogen peroxide catabolic process	BP	1
GO:0061144	1.000000000019937	0.9002469649435151	0	2	alveolar secondary septum development	BP	1
GO:0120153	1.0000000000199392	0.9188487825286382	0	1	calcium-dependent carbohydrate binding	MF	1
GO:0050277	1.0000000000199396	0.9476158424685468	0	1	sedoheptulokinase activity	MF	1
GO:0015164	1.0000000000199498	0.9527468702961311	0	1	glucuronoside transmembrane transporter activity	MF	1
GO:0015779	1.0000000000199498	0.9527468702961311	0	1	glucuronoside transport	BP	1
GO:0061815	1.0000000000199716	0.9527718369544552	0	1	Met1-linked polyubiquitin deubiquitinase activity	MF	1
GO:2000493	1.0000000000199716	0.9527718369544552	0	1	negative regulation of interleukin-18-mediated signaling pathway	BP	1
GO:0010731	1.000000000019993	0.91281094299145	0	1	protein glutathionylation	BP	1
GO:0010732	1.000000000019993	0.91281094299145	0	1	regulation of protein glutathionylation	BP	1
GO:0010734	1.000000000019993	0.91281094299145	0	1	negative regulation of protein glutathionylation	BP	1
GO:1905115	1.000000000019993	0.91281094299145	0	1	regulation of lateral attachment of mitotic spindle microtubules to kinetochore	BP	1
GO:1905116	1.000000000019993	0.91281094299145	0	1	positive regulation of lateral attachment of mitotic spindle microtubules to kinetochore	BP	1
GO:1905492	1.000000000019993	0.9528124948412666	0	1	positive regulation of branching morphogenesis of a nerve	BP	1
GO:0055111	1.0000000000200164	0.9527467389457741	0	1	ingression involved in gastrulation with mouth forming second	BP	1
GO:0042728	1.0000000000200182	0.9527468397807574	0	1	flavin-containing compound catabolic process	BP	1
GO:0061857	1.0000000000200182	0.9527468397807574	0	1	endoplasmic reticulum stress-induced pre-emptive quality control	BP	1
GO:0072389	1.0000000000200182	0.9527468397807574	0	1	flavin adenine dinucleotide catabolic process	BP	1
GO:1903004	1.0000000000200182	0.9527468397807574	0	1	regulation of protein K63-linked deubiquitination	BP	1
GO:1903006	1.0000000000200182	0.9527468397807574	0	1	positive regulation of protein K63-linked deubiquitination	BP	1
GO:0044751	1.0000000000200255	0.8849846938329925	0	2	cellular response to human chorionic gonadotropin stimulus	BP	1
GO:0061736	1.000000000020072	0.9527467445468917	0	1	engulfment of target by autophagosome	BP	1
GO:0065001	1.0000000000200955	0.8378923059878065	0	3	specification of axis polarity	BP	1
GO:0098038	1.0000000000201044	0.9528614093453434	0	1	non-replicative DNA transposition	BP	1
GO:0001596	1.000000000020109	0.9453044534744377	0	1	angiotensin type I receptor activity	MF	1
GO:0070041	1.000000000020109	0.9453044534744377	0	1	rRNA (uridine-C5-)-methyltransferase activity	MF	1
GO:0103026	1.000000000020109	0.9453044534744377	0	1	fructose-1-phosphatase activity	MF	1
GO:0021526	1.0000000000201097	0.9527467777795574	0	1	medial motor column neuron differentiation	BP	1
GO:0000801	1.0000000000201135	0.8089230469556632	0	3	central element	CC	1
GO:0055113	1.0000000000201292	0.9528734866716697	0	1	epiboly involved in gastrulation with mouth forming second	BP	1
GO:0051377	1.000000000020139	0.8610677235687936	0	3	mannose-ethanolamine phosphotransferase activity	MF	1
GO:1902435	1.000000000020143	0.9528078153734576	0	1	regulation of male mating behavior	BP	1
GO:1902437	1.000000000020143	0.9528078153734576	0	1	positive regulation of male mating behavior	BP	1
GO:0021840	1.0000000000201936	0.9478114624533773	0	1	directional guidance of interneurons involved in migration from the subpallium to the cortex	BP	1
GO:0021842	1.0000000000201936	0.9478114624533773	0	1	chemorepulsion involved in interneuron migration from the subpallium to the cortex	BP	1
GO:0002875	1.0000000000202067	0.9268744511588112	0	1	negative regulation of chronic inflammatory response to antigenic stimulus	BP	1
GO:0005141	1.0000000000202067	0.9268744511588112	0	1	interleukin-10 receptor binding	MF	1
GO:0060302	1.0000000000202067	0.9268744511588112	0	1	negative regulation of cytokine activity	BP	1
GO:0141065	1.000000000020231	0.9496955200718732	0	1	maternal mRNA clearance	BP	1
GO:0010736	1.0000000000202465	0.9505834333535671	0	1	serum response element binding	MF	1
GO:0047288	1.0000000000202598	0.8551716567428583	0	3	beta-D-galactosyl-(1->3)-N-acetyl-beta-D-galactosaminide alpha-2,3- sialyltransferase	MF	1
GO:0033858	1.0000000000202853	0.9527311425374254	0	1	N-acetylgalactosamine kinase activity	MF	1
GO:0072198	1.000000000020286	0.8913782653001354	0	2	mesenchymal cell proliferation involved in ureter development	BP	1
GO:0072199	1.000000000020286	0.8913782653001354	0	2	regulation of mesenchymal cell proliferation involved in ureter development	BP	1
GO:0060072	1.0000000000202878	0.9529306758886679	0	1	large conductance calcium-activated potassium channel activity	MF	1
GO:0044269	1.0000000000202935	0.920417900418342	0	1	glycerol ether catabolic process	BP	1
GO:0062234	1.0000000000202935	0.920417900418342	0	1	platelet activating factor catabolic process	BP	1
GO:1901502	1.0000000000202935	0.920417900418342	0	1	ether catabolic process	BP	1
GO:1901837	1.000000000020308	0.9527493827721618	0	1	negative regulation of transcription of nucleolar large rRNA by RNA polymerase I	BP	1
GO:0061588	1.0000000000203086	0.7403293842000955	0	6	calcium activated phospholipid scrambling	BP	1
GO:0003872	1.0000000000203135	0.8539238889712056	0	3	6-phosphofructokinase activity	MF	1
GO:0005945	1.0000000000203135	0.8539238889712056	0	3	6-phosphofructokinase complex	CC	1
GO:0070095	1.0000000000203135	0.8539238889712056	0	3	fructose-6-phosphate binding	MF	1
GO:1901078	1.0000000000203184	0.8639715706000223	0	3	negative regulation of relaxation of muscle	BP	1
GO:0071908	1.0000000000203428	0.952738502511506	0	1	determination of intestine left/right asymmetry	BP	1
GO:0071909	1.0000000000203428	0.952738502511506	0	1	determination of stomach left/right asymmetry	BP	1
GO:0021771	1.000000000020348	0.9527467642755004	0	1	lateral geniculate nucleus development	BP	1
GO:0097505	1.000000000020348	0.9527467642755004	0	1	Rad6-Rad18 complex	CC	1
GO:1905454	1.000000000020354	0.952405976143185	0	1	negative regulation of myeloid progenitor cell differentiation	BP	1
GO:2000370	1.0000000000203597	0.8628771910206179	0	3	positive regulation of clathrin-dependent endocytosis	BP	1
GO:0019249	1.0000000000203702	0.8083392381029395	0	3	lactate biosynthetic process	BP	1
GO:0120179	1.0000000000203784	0.9529288735451888	0	1	adherens junction disassembly	BP	1
GO:0010625	1.000000000020381	0.9527465949370426	0	1	positive regulation of Schwann cell proliferation	BP	1
GO:0072487	1.0000000000204063	0.8646649837206088	0	3	MSL complex	CC	1
GO:0004075	1.000000000020412	0.9366559308577979	0	1	biotin carboxylase activity	MF	1
GO:0070176	1.000000000020412	0.9366559308577979	0	1	DRM complex	CC	1
GO:1905554	1.0000000000204197	0.9527539594116629	0	1	negative regulation of blood vessel branching	BP	1
GO:0120010	1.0000000000204516	0.9194113357859341	0	1	intermembrane phospholipid transfer	BP	1
GO:0046680	1.0000000000204916	0.9254843671228786	0	1	response to DDT	BP	1
GO:0060164	1.000000000020496	0.8020806870849243	0	3	regulation of timing of neuron differentiation	BP	1
GO:0035935	1.0000000000205127	0.9422029260763523	0	1	androgen secretion	BP	1
GO:0097162	1.0000000000205127	0.9422029260763523	0	1	MADS box domain binding	MF	1
GO:2000834	1.0000000000205127	0.9422029260763523	0	1	regulation of androgen secretion	BP	1
GO:2000836	1.0000000000205127	0.9422029260763523	0	1	positive regulation of androgen secretion	BP	1
GO:0036502	1.0000000000205143	0.9527466715232376	0	1	Derlin-1-VIMP complex	CC	1
GO:0039003	1.0000000000205391	0.9501730534242461	0	1	pronephric field specification	BP	1
GO:0039017	1.0000000000205391	0.9501730534242461	0	1	pattern specification involved in pronephros development	BP	1
GO:0072003	1.0000000000205391	0.9501730534242461	0	1	kidney rudiment formation	BP	1
GO:0072004	1.0000000000205391	0.9501730534242461	0	1	kidney field specification	BP	1
GO:0072304	1.0000000000205391	0.9501730534242461	0	1	regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis	BP	1
GO:0072305	1.0000000000205391	0.9501730534242461	0	1	negative regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis	BP	1
GO:0072309	1.0000000000205391	0.9501730534242461	0	1	mesenchymal stem cell maintenance involved in metanephric nephron morphogenesis	BP	1
GO:1900200	1.0000000000205391	0.9501730534242461	0	1	mesenchymal cell apoptotic process involved in metanephros development	BP	1
GO:1900204	1.0000000000205391	0.9501730534242461	0	1	apoptotic process involved in metanephric collecting duct development	BP	1
GO:1900205	1.0000000000205391	0.9501730534242461	0	1	apoptotic process involved in metanephric nephron tubule development	BP	1
GO:1900211	1.0000000000205391	0.9501730534242461	0	1	regulation of mesenchymal cell apoptotic process involved in metanephros development	BP	1
GO:1900212	1.0000000000205391	0.9501730534242461	0	1	negative regulation of mesenchymal cell apoptotic process involved in metanephros development	BP	1
GO:1900214	1.0000000000205391	0.9501730534242461	0	1	regulation of apoptotic process involved in metanephric collecting duct development	BP	1
GO:1900215	1.0000000000205391	0.9501730534242461	0	1	negative regulation of apoptotic process involved in metanephric collecting duct development	BP	1
GO:1900217	1.0000000000205391	0.9501730534242461	0	1	regulation of apoptotic process involved in metanephric nephron tubule development	BP	1
GO:1900218	1.0000000000205391	0.9501730534242461	0	1	negative regulation of apoptotic process involved in metanephric nephron tubule development	BP	1
GO:1901147	1.0000000000205391	0.9501730534242461	0	1	mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis	BP	1
GO:2000592	1.0000000000205391	0.9501730534242461	0	1	regulation of metanephric DCT cell differentiation	BP	1
GO:2000594	1.0000000000205391	0.9501730534242461	0	1	positive regulation of metanephric DCT cell differentiation	BP	1
GO:2000612	1.0000000000205391	0.9501730534242461	0	1	regulation of thyroid-stimulating hormone secretion	BP	1
GO:0008247	1.0000000000205542	0.8225345129002143	0	3	1-alkyl-2-acetylglycerophosphocholine esterase complex	CC	1
GO:0002014	1.000000000020556	0.9126742959065678	0	1	vasoconstriction of artery involved in ischemic response to lowering of systemic arterial blood pressure	BP	1
GO:0106091	1.0000000000205673	0.8229708553163543	0	3	glial cell projection elongation	BP	1
GO:0034682	1.0000000000205773	0.9077390412248602	0	2	integrin alphav-beta1 complex	CC	1
GO:0035243	1.0000000000205818	0.8848117545203332	0	2	protein-arginine omega-N symmetric methyltransferase activity	MF	1
GO:1990050	1.0000000000205849	0.6923416614386235	0	5	phosphatidic acid transfer activity	MF	1
GO:0140450	1.0000000000205858	0.8404201762640395	0	3	protein targeting to Golgi apparatus	BP	1
GO:0140650	1.0000000000206035	0.7811968641317646	0	5	radial glia-guided pyramidal neuron migration	BP	1
GO:0004982	1.0000000000206168	0.8036618068628854	0	3	N-formyl peptide receptor activity	MF	1
GO:0032464	1.0000000000206293	0.9527488006088751	0	1	positive regulation of protein homooligomerization	BP	1
GO:0034517	1.0000000000206293	0.9527488006088751	0	1	ribophagy	BP	1
GO:0070350	1.0000000000206308	0.9528988588869325	0	1	regulation of white fat cell proliferation	BP	1
GO:0007371	1.0000000000206413	0.9498527989630835	0	1	ventral midline determination	BP	1
GO:0072036	1.0000000000206413	0.9498527989630835	0	1	mesenchymal to epithelial transition involved in renal vesicle formation	BP	1
GO:0072285	1.0000000000206413	0.9498527989630835	0	1	mesenchymal to epithelial transition involved in metanephric renal vesicle formation	BP	1
GO:0000715	1.0000000000206446	0.9141331634279332	0	1	nucleotide-excision repair, DNA damage recognition	BP	1
GO:0004500	1.0000000000206564	0.8780646862575597	0	2	dopamine beta-monooxygenase activity	MF	1
GO:0006589	1.0000000000206564	0.8780646862575597	0	2	octopamine biosynthetic process	BP	1
GO:0046333	1.0000000000206564	0.8780646862575597	0	2	octopamine metabolic process	BP	1
GO:1905162	1.00000000002066	0.8646353929687395	0	3	regulation of phagosome maturation	BP	1
GO:0062037	1.0000000000206826	0.762251489393397	0	5	D-loop DNA binding	MF	1
GO:0060327	1.000000000020695	0.8423955301152537	0	3	cytoplasmic actin-based contraction involved in cell motility	BP	1
GO:0061830	1.0000000000207967	0.9527469354713218	0	1	concave side of sperm head	CC	1
GO:0097227	1.0000000000207967	0.9527469354713218	0	1	sperm annulus	CC	1
GO:0141112	1.0000000000207967	0.9527469354713218	0	1	broken chromosome clustering	BP	1
GO:0004648	1.0000000000208147	0.9256968586050585	0	1	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	MF	1
GO:0008078	1.0000000000208198	0.7830600415417714	0	4	mesodermal cell migration	BP	1
GO:0034478	1.000000000020823	0.8945558488223705	0	2	phosphatidylglycerol catabolic process	BP	1
GO:0016362	1.0000000000208287	0.8651087692300643	0	3	activin receptor activity, type II	MF	1
GO:0072216	1.0000000000208298	0.9527475509767593	0	1	positive regulation of metanephros development	BP	1
GO:0072298	1.0000000000208298	0.9527475509767593	0	1	regulation of metanephric glomerulus development	BP	1
GO:0072300	1.0000000000208298	0.9527475509767593	0	1	positive regulation of metanephric glomerulus development	BP	1
GO:0033078	1.0000000000208333	0.8345758878105274	0	3	extrathymic T cell differentiation	BP	1
GO:0010868	1.0000000000208575	0.8190166474097388	0	4	negative regulation of triglyceride biosynthetic process	BP	1
GO:0141217	1.0000000000208673	0.9527467487747048	0	1	glycoRNA biosynthetic process	BP	1
GO:0051835	1.0000000000208922	0.8320920280227164	0	3	positive regulation of synapse structural plasticity	BP	1
GO:0043048	1.0000000000209297	0.7372919385647598	0	5	dolichyl monophosphate biosynthetic process	BP	1
GO:0043219	1.0000000000209384	0.8293921534852243	0	3	lateral loop	CC	1
GO:0005219	1.0000000000209606	0.8662558482374901	0	3	ryanodine-sensitive calcium-release channel activity	MF	1
GO:1903775	1.0000000000209606	0.9480025555735413	0	1	regulation of DNA double-strand break processing	BP	1
GO:0004482	1.0000000000209885	0.9527470306633681	0	1	mRNA 5'-cap (guanine-N7-)-methyltransferase activity	MF	1
GO:0031533	1.0000000000209885	0.9527470306633681	0	1	mRNA capping enzyme complex	CC	1
GO:0106005	1.0000000000209885	0.9527470306633681	0	1	RNA 5'-cap (guanine-N7)-methylation	BP	1
GO:0160130	1.0000000000209885	0.9527470306633681	0	1	mRNA cap methyltransferase RNMT:RAMAC complex	CC	1
GO:0106289	1.000000000021001	0.9517009420531385	0	1	negative regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA	BP	1
GO:0002451	1.0000000000210032	0.9140944123432565	0	1	peripheral B cell tolerance induction	BP	1
GO:0004044	1.0000000000210083	0.9495262856142388	0	1	amidophosphoribosyltransferase activity	MF	1
GO:0042883	1.0000000000210614	0.8602007024734646	0	3	cysteine transport	BP	1
GO:0002644	1.0000000000210711	0.9254311704566175	0	1	negative regulation of tolerance induction	BP	1
GO:1902482	1.0000000000210711	0.9254311704566175	0	1	regulatory T cell apoptotic process	BP	1
GO:0003844	1.0000000000210756	0.9386875319445326	0	1	1,4-alpha-glucan branching enzyme activity	MF	1
GO:0099181	1.0000000000211102	0.9002971279796599	0	2	structural constituent of presynapse	MF	1
GO:1900039	1.0000000000211138	0.9035668110876949	0	2	positive regulation of cellular response to hypoxia	BP	1
GO:1990448	1.0000000000211178	0.95304141943705	0	1	exon-exon junction complex binding	MF	1
GO:0046882	1.0000000000211329	0.8156926832431791	0	3	negative regulation of follicle-stimulating hormone secretion	BP	1
GO:0048792	1.0000000000211342	0.9527468366463115	0	1	spontaneous exocytosis of neurotransmitter	BP	1
GO:0060370	1.0000000000211355	0.9527474372475943	0	1	susceptibility to T cell mediated cytotoxicity	BP	1
GO:0060003	1.0000000000212017	0.8633482120512	0	3	copper ion export	BP	1
GO:0004830	1.0000000000212026	0.9464464261338162	0	1	tryptophan-tRNA ligase activity	MF	1
GO:0006436	1.0000000000212026	0.9464464261338162	0	1	tryptophanyl-tRNA aminoacylation	BP	1
GO:0043951	1.0000000000212026	0.9464464261338162	0	1	negative regulation of cAMP-mediated signaling	BP	1
GO:0060182	1.0000000000212026	0.9464464261338162	0	1	apelin receptor activity	MF	1
GO:0070183	1.0000000000212026	0.9464464261338162	0	1	mitochondrial tryptophanyl-tRNA aminoacylation	BP	1
GO:0140897	1.0000000000212026	0.9464464261338162	0	1	mechanoreceptor activity	MF	1
GO:0120319	1.0000000000212148	0.9075024224084888	0	2	long-chain fatty acid omega-1 hydroxylase activity	MF	1
GO:0120502	1.0000000000212148	0.9075024224084888	0	2	fatty acid omega-1 hydroxylase activity	MF	1
GO:0032723	1.000000000021215	0.952770711254808	0	1	positive regulation of connective tissue growth factor production	BP	1
GO:0160207	1.00000000002122	0.9527574655009411	0	1	positive regulation of androgen receptor signaling pathway	BP	1
GO:1905524	1.00000000002122	0.9527574655009411	0	1	negative regulation of protein autoubiquitination	BP	1
GO:0003359	1.000000000021232	0.9304296166434448	0	1	noradrenergic neuron fate commitment	BP	1
GO:0007400	1.000000000021232	0.9304296166434448	0	1	neuroblast fate determination	BP	1
GO:0014017	1.000000000021232	0.9304296166434448	0	1	neuroblast fate commitment	BP	1
GO:0050883	1.000000000021232	0.9304296166434448	0	1	musculoskeletal movement, spinal reflex action	BP	1
GO:0060163	1.000000000021232	0.9304296166434448	0	1	subpallium neuron fate commitment	BP	1
GO:0060165	1.000000000021232	0.9304296166434448	0	1	regulation of timing of subpallium neuron differentiation	BP	1
GO:0061100	1.000000000021232	0.9304296166434448	0	1	lung neuroendocrine cell differentiation	BP	1
GO:0061103	1.000000000021232	0.9304296166434448	0	1	carotid body glomus cell differentiation	BP	1
GO:0071259	1.000000000021232	0.9304296166434448	0	1	cellular response to magnetism	BP	1
